DistrictName,PhysicalState,Enrollment,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,% Kindergarten,% 1st-8th,% 9th-12th,White,Black_AfricanAmerican,NativeAmerican,Asian,Other,<10k,10k-15k,15k-25k,25k-35k,35k-50k,50k-75k,75k-100k,100k-150k,150k-200k,200k<,% with Computer,% with Internet
Mosinee School District,WI,1905.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Not required,Yes,Yes,Never closed,Yes,0.09952606635071092,0.5545023696682465,0.3459715639810427,0.99,0.02,0.027000000000000003,0.012,0.0,0.018000000000000002,0.025,0.025,0.022000000000000002,0.057999999999999996,0.17,0.213,0.292,0.11900000000000001,0.057999999999999996,0.993,0.9420000000000001
Mount Horeb Area School District,WI,2450.0,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Never closed,No,0.07570422535211267,0.647887323943662,0.2764084507042254,0.961,0.084,0.008,0.02,0.001,0.019,0.003,0.006,0.025,0.075,0.156,0.153,0.363,0.094,0.10300000000000001,1.0,0.9840000000000001
Mukwonago Area School District,WI,4805.0,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.07017543859649124,0.5799220272904484,0.34990253411306044,0.99,0.009000000000000001,0.009000000000000001,0.021,0.004,0.009000000000000001,0.018000000000000002,0.013999999999999999,0.02,0.02,0.11,0.14,0.344,0.163,0.166,0.997,0.968
Riverdale School District,WI,710.0,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,0.09467455621301776,0.6390532544378699,0.26627218934911245,0.98,0.025,0.01,0.0,0.01,0.047,0.027999999999999997,0.084,0.131,0.17800000000000002,0.243,0.084,0.159,0.027999999999999997,0.019,0.953,0.813
Muskego-Norway Schools,WI,4410.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,0.06902815622161672,0.6248864668483197,0.3060853769300636,0.972,0.004,0.002,0.009000000000000001,0.02,0.004,0.003,0.012,0.022000000000000002,0.031,0.146,0.14300000000000002,0.304,0.19399999999999998,0.139,0.987,0.9790000000000001
Necedah Area School District,WI,766.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.16666666666666666,0.5641025641025641,0.2692307692307692,0.9840000000000001,0.022000000000000002,0.0,0.0,0.0,0.126,0.009000000000000001,0.023,0.046,0.092,0.218,0.299,0.126,0.023,0.034,0.9890000000000001,0.8740000000000001
Neenah Joint School District,WI,6745.0,Other,Yes,Unknown,Pending,No,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.0707269155206287,0.658808120497708,0.2704649639816634,0.9390000000000001,0.03,0.012,0.034,0.012,0.027000000000000003,0.021,0.045,0.053,0.09300000000000001,0.187,0.161,0.184,0.077,0.154,0.985,0.966
School District of Neillsville,WI,986.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.06432748538011697,0.6257309941520468,0.3099415204678363,0.981,0.019,0.004,0.013999999999999999,0.0,0.026000000000000002,0.017,0.069,0.11199999999999999,0.121,0.284,0.198,0.10300000000000001,0.052000000000000005,0.026000000000000002,0.914,0.845
Nekoosa School District,WI,1266.0,Hybrid,Yes,Yes,Pending,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,0.09389671361502348,0.5962441314553991,0.3098591549295775,0.943,0.023,0.038,0.003,0.0,0.047,0.018000000000000002,0.057999999999999996,0.076,0.205,0.205,0.193,0.135,0.018000000000000002,0.047,0.982,0.883
School District of New Auburn,WI,300.0,On Premises,Yes,Unknown,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.04918032786885246,0.6885245901639345,0.26229508196721313,1.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.054000000000000006,0.022000000000000002,0.162,0.297,0.243,0.162,0.054000000000000006,0.0,0.946,0.865
School District of New Berlin,WI,4456.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.1273100616016427,0.555441478439425,0.3172484599589322,0.922,0.006,0.013999999999999999,0.076,0.002,0.017,0.003,0.017,0.024,0.039,0.08,0.15,0.3,0.132,0.24100000000000002,0.996,0.968
New Glarus School District,WI,783.0,Hybrid,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.07253886010362694,0.6424870466321243,0.2849740932642487,0.991,0.009000000000000001,0.013999999999999999,0.009000000000000001,0.009000000000000001,0.006999999999999999,0.0,0.006999999999999999,0.05,0.083,0.20800000000000002,0.142,0.342,0.083,0.083,1.0,0.892
New Holstein School District,WI,1093.0,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.07984790874524714,0.6197718631178707,0.3003802281368821,0.993,0.003,0.003,0.006999999999999999,0.0,0.012,0.0,0.024,0.048,0.048,0.185,0.28600000000000003,0.35700000000000004,0.03,0.012,0.982,0.935
New Lisbon School District,WI,675.0,On Premises,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.10948905109489052,0.5766423357664234,0.31386861313868614,0.975,0.025,0.0,0.019,0.005,0.032,0.032,0.075,0.065,0.11800000000000001,0.237,0.204,0.172,0.043,0.043,0.9570000000000001,0.925
School District of New London,WI,2554.0,Hybrid,Unknown,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.1287313432835821,0.5802238805970149,0.291044776119403,0.945,0.039,0.017,0.001,0.043000000000000003,0.017,0.017,0.049,0.067,0.142,0.159,0.151,0.29600000000000004,0.067,0.035,0.977,0.9279999999999999
School District of New Richmond,WI,3293.0,Hybrid,Yes,Yes,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,0.08455284552845528,0.5560975609756097,0.3593495934959349,0.968,0.038,0.005,0.027000000000000003,0.0,0.016,0.002,0.027999999999999997,0.048,0.083,0.17,0.195,0.285,0.126,0.044000000000000004,1.0,0.9259999999999999
School District of Niagara,WI,465.0,Hybrid,Yes,Unknown,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.05555555555555555,0.6527777777777777,0.29166666666666663,1.0,0.0,0.01,0.024,0.01,0.078,0.039,0.078,0.11800000000000001,0.13699999999999998,0.196,0.11800000000000001,0.13699999999999998,0.039,0.039,0.961,0.922
North Fond Du Lac School District,WI,1365.0,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.07849829351535835,0.590443686006826,0.3310580204778157,0.956,0.047,0.0,0.013000000000000001,0.0,0.043,0.031,0.031,0.10400000000000001,0.166,0.301,0.12300000000000001,0.147,0.049,0.005,0.951,0.9079999999999999
North Lake School District,WI,345.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.0,1.0,0.0,0.953,0.0,0.0,0.009000000000000001,0.047,0.016,0.0,0.0,0.0,0.11800000000000001,0.016,0.11800000000000001,0.275,0.235,0.21600000000000003,1.0,0.961
Oak Creek-Franklin Joint School District,WI,6450.0,Online Only,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.08215962441314555,0.6283255086071987,0.2895148669796557,0.8440000000000001,0.052000000000000005,0.037000000000000005,0.08199999999999999,0.017,0.024,0.009000000000000001,0.025,0.063,0.10099999999999999,0.126,0.145,0.327,0.10300000000000001,0.077,0.997,0.966
Oakfield School District,WI,541.0,Hybrid,No,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.06481481481481481,0.6203703703703703,0.31481481481481477,0.943,0.033,0.0,0.049,0.016,0.057,0.011000000000000001,0.011000000000000001,0.028999999999999998,0.057,0.214,0.22899999999999998,0.3,0.057,0.028999999999999998,0.971,0.857
Oconomowoc Area School District,WI,5257.0,Hybrid,Unknown,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.10103244837758112,0.605457227138643,0.2935103244837758,0.9520000000000001,0.044000000000000004,0.003,0.019,0.009000000000000001,0.013999999999999999,0.01,0.021,0.027000000000000003,0.062,0.136,0.14,0.276,0.201,0.11199999999999999,0.995,0.981
Stone Bank School District,WI,373.0,Hybrid,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.05263157894736842,0.9473684210526316,0.0,0.965,0.0,0.0,0.013999999999999999,0.013999999999999999,0.0,0.0,0.02,0.0,0.05,0.05,0.175,0.175,0.2,0.325,1.0,0.95
Oconto Unified School District,WI,1036.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,0.05500000000000001,0.6799999999999999,0.265,0.965,0.0,0.003,0.031,0.003,0.021,0.027999999999999997,0.043,0.092,0.142,0.22699999999999998,0.19899999999999998,0.19899999999999998,0.035,0.013999999999999999,0.986,0.9359999999999999
Oconto Falls School District,WI,1756.0,Hybrid,Yes,Unknown,No,No,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,0.06442577030812324,0.6050420168067226,0.33053221288515405,0.988,0.016,0.053,0.005,0.002,0.02,0.02,0.039,0.051,0.102,0.271,0.212,0.165,0.078,0.039,0.965,0.9179999999999999
School District of Omro,WI,1303.0,Hybrid,Yes,Yes,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.05246913580246914,0.5864197530864198,0.3611111111111111,0.9420000000000001,0.008,0.0,0.0,0.055999999999999994,0.045,0.004,0.039,0.034,0.055999999999999994,0.212,0.184,0.29600000000000004,0.055999999999999994,0.078,0.983,0.872
School District of Onalaska,WI,2992.0,Online Only,Unknown,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.09635036496350365,0.6058394160583942,0.29781021897810217,0.8390000000000001,0.039,0.026000000000000002,0.16699999999999998,0.0,0.015,0.022000000000000002,0.035,0.040999999999999995,0.12,0.215,0.113,0.239,0.087,0.113,0.978,0.93
Norwalk-Ontario-Wilton School District,WI,719.0,Hybrid,Yes,No,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Pending,0.045685279187817264,0.6954314720812182,0.25888324873096447,0.8370000000000001,0.031,0.003,0.016,0.14,0.076,0.048,0.114,0.086,0.152,0.162,0.18100000000000002,0.152,0.019,0.019,0.838,0.7240000000000001
Oostburg School District,WI,1039.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.11842105263157895,0.6052631578947368,0.2763157894736842,0.97,0.03,0.0,0.03,0.006999999999999999,0.0,0.013999999999999999,0.040999999999999995,0.021,0.11699999999999999,0.179,0.228,0.23399999999999999,0.10300000000000001,0.062,0.966,0.9520000000000001
Oregon School District,WI,3892.0,Other,No,Yes,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,0.08345534407027817,0.6090775988286968,0.30746705710102484,0.868,0.136,0.001,0.032,0.024,0.002,0.006,0.012,0.052000000000000005,0.095,0.113,0.14,0.22899999999999998,0.161,0.192,1.0,0.955
Parkview School District,WI,754.0,Hybrid,No,Yes,Pending,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.08333333333333334,0.6041666666666666,0.3125,0.945,0.027000000000000003,0.004,0.004,0.040999999999999995,0.0,0.0,0.063,0.016,0.102,0.21899999999999997,0.242,0.266,0.078,0.006,0.9840000000000001,0.883
Osceola School District,WI,1850.0,On Premises,Yes,Yes,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.05263157894736842,0.5296052631578948,0.4177631578947368,0.982,0.026000000000000002,0.015,0.012,0.002,0.009000000000000001,0.0,0.055999999999999994,0.065,0.126,0.136,0.15,0.313,0.10300000000000001,0.037000000000000005,0.995,0.935
Oshkosh Area School District,WI,9589.0,Hybrid,No,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Yes,Closed 6-14 days,Yes,0.07749627421758569,0.6035767511177347,0.31892697466467956,0.9009999999999999,0.059000000000000004,0.004,0.062,0.003,0.015,0.02,0.076,0.091,0.09,0.222,0.174,0.217,0.055,0.042,0.9740000000000001,0.9329999999999999
Osseo-Fairchild School District,WI,810.0,Hybrid,Yes,Pending,Pending,Pending,Unknown,Not required,Yes,Unknown,Unknown,Unknown,0.07608695652173914,0.6467391304347827,0.27717391304347827,0.946,0.023,0.036000000000000004,0.0,0.031000000000000003,0.033,0.016,0.040999999999999995,0.09,0.131,0.23,0.19699999999999998,0.18,0.057,0.016,0.9590000000000001,0.8440000000000001
Owen-Withee School District,WI,531.0,Other,Yes,Yes,Unknown,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.047337278106508875,0.8165680473372781,0.136094674556213,0.953,0.02,0.003,0.012,0.035,0.021,0.031,0.031,0.052000000000000005,0.135,0.33299999999999996,0.125,0.135,0.083,0.052000000000000005,0.6559999999999999,0.573
Palmyra-Eagle Area School District,WI,828.0,Hybrid,Yes,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,0.07575757575757576,0.6174242424242424,0.3068181818181818,0.943,0.003,0.04,0.0,0.02,0.038,0.005,0.057,0.051,0.057,0.203,0.203,0.203,0.095,0.08900000000000001,0.9620000000000001,0.892
Pardeeville Area School District,WI,859.0,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,0.06635071090047392,0.7061611374407583,0.22748815165876776,0.981,0.0,0.003,0.023,0.006,0.013999999999999999,0.055,0.034,0.034,0.11,0.228,0.152,0.248,0.076,0.048,0.9520000000000001,0.855
Chequamegon School District,WI,846.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.04666666666666666,0.5533333333333333,0.4,0.988,0.005,0.005,0.012,0.005,0.018000000000000002,0.006999999999999999,0.071,0.124,0.18600000000000003,0.204,0.177,0.195,0.027000000000000003,0.018000000000000002,1.0,0.9470000000000001
River Ridge School District,WI,580.0,On Premises,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,0.08571428571428572,0.6714285714285715,0.24285714285714285,0.982,0.005,0.012,0.005,0.017,0.043,0.028999999999999998,0.07200000000000001,0.043,0.145,0.203,0.174,0.188,0.057999999999999996,0.043,0.9129999999999999,0.884
Beecher-Dunbar-Pembine School District,WI,264.0,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,0.09375,0.671875,0.23437500000000003,0.9570000000000001,0.057,0.057,0.0,0.0,0.051,0.051,0.077,0.10300000000000001,0.10300000000000001,0.179,0.231,0.154,0.021,0.021,1.0,0.897
Pepin School District,WI,120.0,On Premises,Yes,Unknown,No,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.07017543859649124,0.5964912280701755,0.33333333333333337,0.968,0.013000000000000001,0.0,0.0,0.0,0.053,0.0,0.053,0.021,0.158,0.184,0.237,0.184,0.079,0.021,0.9740000000000001,0.895
Peshtigo School District,WI,1232.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.028169014084507046,0.6431924882629109,0.3286384976525822,0.9670000000000001,0.021,0.0,0.071,0.0,0.0,0.031,0.055,0.023,0.14800000000000002,0.281,0.258,0.078,0.023,0.109,1.0,0.992
Pewaukee School District,WI,2852.0,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.11743119266055047,0.5963302752293578,0.28623853211009176,0.9440000000000001,0.003,0.003,0.073,0.006,0.002,0.0,0.011000000000000001,0.02,0.079,0.107,0.138,0.292,0.126,0.222,1.0,0.975
School District of Phillips,WI,784.0,Hybrid,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.044585987261146494,0.5923566878980893,0.36305732484076436,0.899,0.004,0.073,0.027999999999999997,0.015000000000000001,0.008,0.019,0.057,0.057,0.17,0.292,0.18899999999999997,0.151,0.027999999999999997,0.038,0.868,0.821
Pittsville School District,WI,592.0,Hybrid,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.08661417322834647,0.5984251968503937,0.31496062992125984,0.98,0.005,0.013999999999999999,0.005,0.013999999999999999,0.038,0.0,0.063,0.076,0.127,0.24100000000000002,0.177,0.228,0.038,0.01,0.987,0.9109999999999999
Tri-County Area School District,WI,627.0,Unknown,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,0.09243697478991598,0.5882352941176471,0.319327731092437,0.87,0.048,0.005,0.021,0.11,0.031,0.012,0.062,0.10800000000000001,0.154,0.24600000000000002,0.10800000000000001,0.16899999999999998,0.046,0.031,0.938,0.862
Platteville School District,WI,1585.0,Hybrid,Yes,Yes,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,0.05063291139240506,0.6360759493670887,0.31329113924050633,0.9359999999999999,0.043,0.0,0.046,0.0,0.09,0.025,0.04,0.02,0.095,0.155,0.28,0.18,0.06,0.055,0.97,0.9
Plum City School District,WI,293.0,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.0634920634920635,0.6507936507936507,0.28571428571428575,1.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.02,0.1,0.05,0.125,0.225,0.15,0.2,0.075,0.02,0.9,0.825
Plymouth School District,WI,2173.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,0.10735586481113321,0.5666003976143141,0.3260437375745527,0.986,0.013999999999999999,0.006999999999999999,0.004,0.001,0.019,0.006,0.025,0.016,0.08,0.204,0.217,0.28300000000000003,0.064,0.083,0.978,0.971
Port Edwards School District,WI,378.0,Hybrid,Yes,No,No,Unknown,Required for all staff,Required for all students,Unknown,Yes,Closed 1-5 days,Yes,0.058823529411764705,0.6470588235294118,0.29411764705882354,0.9420000000000001,0.017,0.057999999999999996,0.040999999999999995,0.0,0.063,0.0,0.048,0.095,0.079,0.19,0.14300000000000002,0.222,0.111,0.063,1.0,0.9840000000000001
Port Washington-Saukville School Dist,WI,2475.0,Hybrid,Yes,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.12639405204460966,0.5724907063197027,0.30111524163568776,0.986,0.023,0.021,0.009000000000000001,0.016,0.038,0.011000000000000001,0.046,0.022000000000000002,0.154,0.198,0.138,0.287,0.062,0.046,0.992,0.9590000000000001
South Shore School District,WI,154.0,On Premises,Yes,Unknown,Unknown,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,0.10256410256410257,0.6153846153846154,0.2820512820512821,0.958,0.017,0.017,0.0,0.0,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.1,0.133,0.33299999999999996,0.2,0.1,0.067,0.027000000000000003,1.0,0.9329999999999999
Portage Community School District,WI,2504.0,On Premises,Yes,Yes,Yes,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Closed 6-14 days,Yes,0.07905138339920949,0.5335968379446641,0.3873517786561265,0.973,0.057999999999999996,0.032,0.003,0.015,0.002,0.013000000000000001,0.027000000000000003,0.107,0.20600000000000002,0.195,0.147,0.198,0.07200000000000001,0.027000000000000003,0.9890000000000001,0.9490000000000001
Potosi School District,WI,350.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,0.03389830508474576,0.6440677966101694,0.3220338983050847,1.0,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.025,0.094,0.156,0.21899999999999997,0.313,0.094,0.025,1.0,0.938
School District of Poynette,WI,1355.0,Hybrid,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,0.09745762711864406,0.6440677966101694,0.2584745762711864,0.9890000000000001,0.011000000000000001,0.0,0.011000000000000001,0.0,0.013000000000000001,0.0,0.025,0.044000000000000004,0.038,0.152,0.228,0.354,0.076,0.063,0.987,0.943
Prairie Du Chien Area School District,WI,1194.0,Hybrid,Unknown,Yes,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Closed indefinitely,Unknown,0.05813953488372093,0.5813953488372093,0.3604651162790698,0.945,0.040999999999999995,0.01,0.034,0.0,0.027999999999999997,0.040999999999999995,0.069,0.076,0.166,0.179,0.2,0.166,0.048,0.034,0.972,0.9309999999999999
